Observation,PublicationShort,Publication1,Publication2,Publication3,Publication4,Publication5,Publication6,NoPublication,Site,Region,Country,Latitude,Longitude,GC,MAT,MAP,Biomes,Biomes_Detail,Sand,Silt,Clay,Magnitude1,Magnitude2,Magnitude3,LUC,LUC_Detail,Duration,Depth,pH_C,pH_T,RR_pH,pH,pH_var,Csoil,Csoil_var,Nsoil,Nsoil_var,CNsoil,CNsoil_var,Nmin,Nmin_var,Nfixation,Nfixation_var,Nitrification,Nitrification_var,Denitrification,Denitrification_var,Meth,Meth_var,MicrobialBiomass,MicrobialBiomass_var,MicrobialBiomass_Detail,Respiration,Respiration_var,Respiration_Detail,MicrobialGroup,MicrobialGroup1,MicrobialGroup_Detail,OTU,OTU_var,Chao,Chao_var,ACE,ACE_var,Shannon,Shannon_var,BG,BG_var,AG,AG_var,NAG,NAG_var,LAP,LAP_var,AP,AP_var,CEL,CEL_var,XYL,XYL_var,PO,PO_var,PER,PER_var,Urease,Urease_var,Invertase, Invertase_var,EnzymeMethod,EnzymeTem
257,,,,,,,,,,,,37.26416667,126.9736111,N_P,12,1312.3,Agriculture,Pepper cultivation,68,26,6,19,10.16,,,,18,0–10,7.2,6.8,-0.057158414,-0.4,0.002491436,0.242071561,0.024214951,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.110279503,0.026036488,,,,,0.006988149,0.000727572,,,,,,,,,,,,,,,,,,,,,,,,
258,"Cui et al., 2017","Cui, J., Wang, J., Xu, J., Xu, C. & Xu, X. Changes in soil bacterial communities in an evergreen broad-leaved forest in east China following 4 years of nitrogen addition. Journal of Soils and Sediments 17, 2156-2164 (2017).",,,,,,1,Xianyu Mountains,Anhui,China,30.02972222,117.3563889,N,16,1626,Tro/Sub Forest,Evergreen broad-leaved forest ,,,,5,,,,,4,0–10,4.22,4.18,-0.009523882,-0.04,0.000108887,0.070320532,0.033833349,0.03348867,0.033684508,0.043530188,0.003766164,,,,,,,,,,,-0.104058371,0.043232817,MBC,,,,Bacteria,Bacteria,Bacteria,0.053841793,0.026691877,0.076977072,0.05003611,,,0.01506809,0.001458987,,,,,,,,,,,,,,,,,,,,,,,,
259,,,,,,,,,,,,30.02972222,117.3563889,N,16,1626,Tro/Sub Forest,Evergreen broad-leaved forest ,,,,10,,,,,4,0–10,4.22,4.05,-0.041118247,-0.17,0.000124232,0.223862013,0.03489002,0.183353016,0.034577442,0.04302296,0.001204598,,,,,,,,,,,0.07583849,0.064185251,MBC,,,,Bacteria,Bacteria,Bacteria,0.027109564,0.02654236,0.026125876,0.046061504,,,0.025975486,0.0014635,,,,,,,,,,,,,,,,,,,,,,,,
260,,,,,,,,,,,,30.02972222,117.3563889,N_P,16,1626,Tro/Sub Forest,Evergreen broad-leaved forest ,,,,10,5,,,,4,0–10,4.22,3.94,-0.068654405,-0.28,0.000145399,-0.091625373,0.047680129,-0.090676967,0.048045495,0.001058761,0.001608507,,,,,,,,,,,0.027223666,0.018898493,MBC,,,,Bacteria,Bacteria,Bacteria,-0.117781697,0.032705588,-0.166325784,0.060043116,,,0.00404041,0.001671734,,,,,,,,,,,,,,,,,,,,,,,,
261,"Koyama et al., 2013, 2014","Koyama, A., Wallenstein, M. D., Simpson, R. T. & Moore, J. C. Soil bacterial community composition altered by increased nutrient availability in Arctic tundra soils. Frontiers in Microbiology 5, 516 (2014).","Koyama, A., Wallenstein, M. D., Simpson, R. T. & Moore, J. C. Carbon-degrading enzyme activities stimulated by increased nutrient availability in arctic tundra soils. Plos One 8, e77212 (2013).",,,,,2,Toolik Lake,Alaska,USA,68.63333333,-149.6333333,N_P,-7,400,Tundra,Arctic Tundra,,,,10,5,,,,23,Organic horizon,,,,,,-0.0040754,0.019410599,0.755845775,0.034329286,-0.803681013,0.015270082,,,,,,,,,,,-0.282207378,0.001779241,MBC_Count,,,,Bacteria,Bacteria,Bacteria,-0.085436891,0.002946373,-0.139761557,0.02395759,,,-0.028511142,0.001007314,0.041277132,0.044142275,0.522171458,0.105321955,-0.3104394,0.123600811,-0.056911425,0.070779262,-0.636092444,0.020985187,0.105773229,0.075662698,0.263813685,0.049042554,,,,,,,,,Microplates,35
262,,,,,,,,,,,,68.63333333,-149.6333333,N_P,-7,400,Tundra,Arctic Tundra,,,,10,5,,,,23,0–5,,,,,,0.033711057,0.192317279,0.120627988,0.195771934,-0.079450817,0.003792277,,,,,,,,,,,-0.599125502,0.288388225,MBC_Count,,,,Bacteria,Bacteria,Bacteria,-0.001899249,0.001016179,0.060018316,0.007650452,,,-0.016068198,0.000274737,-0.133096798,0.113787111,0.782534152,0.710753538,-0.15614118,0.031370503,-0.445383451,0.116999627,-0.315676037,0.200919984,0.129535477,0.202890882,0.93155684,0.386764214,,,,,,,,,Microplates,35
263,,,,,,,,,,,,68.63333333,-149.6333333,N_P,-7,400,Tundra,Arctic Tundra,,,,10,5,,,,6,Organic horizon,,,,,,-0.299558174,0.037077987,0.331645196,0.052044408,-0.638615374,0.016558478,,,,,,,,,,,0.084839188,0.024061701,MBC_Count,,,,Bacteria,Bacteria,Bacteria,-0.064658775,0.003969117,0.037042275,0.061893623,,,-0.034548958,0.000261603,0.164451329,0.063521646,0.799919437,0.074898353,0.29067312,0.040858535,0.115643377,0.074328279,-0.657355551,0.108888717,1.044798871,0.237599688,0.47290514,0.112097671,,,,,,,,,Microplates,35
264,,,,,,,,,,,,68.63333333,-149.6333333,N_P,-7,400,Tundra,Arctic Tundra,,,,10,5,,,,6,0–5,,,,,,0.16411002,0.071968401,0.162518929,0.053641869,-0.031118391,0.002612256,,,,,,,,,,,-0.198250017,0.004844842,MBC_Count,,,,Bacteria,Bacteria,Bacteria,-0.023263329,0.000897222,-0.225338416,0.01909197,,,-0.001658438,0.000294063,0.255076608,0.05591853,0.369510908,0.423224521,0.702344049,0.226060499,0.086841731,0.035693631,0.143630918,0.017703189,0.489843532,0.108583793,0.280902654,0.158773545,,,,,,,,,Microplates,35
265,,,,,,,,,,,,68.63333333,-149.6333333,N_P,-7,400,Tundra,Arctic Tundra,,,,10,5,,,,23,Organic horizon,,,,,,-0.0040754,0.019410599,0.755845775,0.034329286,-0.803681013,0.015270082,,,,,,,,,,,-0.282207378,0.001779241,MBC_Count,,,,Fungi,Fungi,Fungi,0.356050818,0.015378415,0.380348604,0.009642878,,,0.222105201,0.014276317,0.041277132,0.044142275,0.522171458,0.105321955,-0.3104394,0.123600811,-0.056911425,0.070779262,-0.636092444,0.020985187,0.105773229,0.075662698,0.263813685,0.049042554,,,,,,,,,Microplates,35
266,,,,,,,,,,,,68.63333333,-149.6333333,N_P,-7,400,Tundra,Arctic Tundra,,,,10,5,,,,23,0–5,,,,,,0.033711057,0.192317279,0.120627988,0.195771934,-0.079450817,0.003792277,,,,,,,,,,,-0.599125502,0.288388225,MBC_Count,,,,Fungi,Fungi,Fungi,0.198324246,0.008129745,0.244856489,0.012547063,,,0.057711148,0.014562476,-0.133096798,0.113787111,0.782534152,0.710753538,-0.15614118,0.031370503,-0.445383451,0.116999627,-0.315676037,0.200919984,0.129535477,0.202890882,0.93155684,0.386764214,,,,,,,,,Microplates,35
267,,,,,,,,,,,,68.63333333,-149.6333333,N_P,-7,400,Tundra,Arctic Tundra,,,,10,5,,,,6,Organic horizon,,,,,,-0.299558174,0.037077987,0.331645196,0.052044408,-0.638615374,0.016558478,,,,,,,,,,,0.084839188,0.024061701,MBC_Count,,,,Fungi,Fungi,Fungi,-0.275016814,0.028793895,-0.20941603,0.028453409,,,-0.294452755,0.035853346,0.164451329,0.063521646,0.799919437,0.074898353,0.29067312,0.040858535,0.115643377,0.074328279,-0.657355551,0.108888717,1.044798871,0.237599688,0.47290514,0.112097671,,,,,,,,,Microplates,35
268,,,,,,,,,,,,68.63333333,-149.6333333,N_P,-7,400,Tundra,Arctic Tundra,,,,10,5,,,,6,0–5,,,,,,0.16411002,0.071968401,0.162518929,0.053641869,-0.031118391,0.002612256,,,,,,,,,,,-0.198250017,0.004844842,MBC_Count,,,,Fungi,Fungi,Fungi,0.081991311,0.02523005,0.103564124,0.026561596,,,0.042359775,0.01325126,0.255076608,0.05591853,0.369510908,0.423224521,0.702344049,0.226060499,0.086841731,0.035693631,0.143630918,0.017703189,0.489843532,0.108583793,0.280902654,0.158773545,,,,,,,,,Microplates,35
269,"Zhang et al., 2017","Zhang et al. Fertilization shapes bacterial community structure by alteration of soil pH. Frontiers in Microbiology 8, 1325 (2017).",,,,,,1,Southwest University Campus,Chongqing,China,29.8,106.4,N_P_K,18.2,1150,Agriculture,Annual maize-vegetable rotation; alkaline soil,,,,30,3.929577465,12.47368421,,,7,0–20,8.09,7.85,-0.030115199,-0.24,4.6119E-05,-0.049071894,0.016274723,0.017391743,0.000864172,-0.061898208,0.004216357,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.048003799,0.006864602,,,,,0.00922968,0.000553578,,,,,,,,,,,,,,,,,,,,,,,,
270,,,,,,,,,,,,29.8,106.4,N_P_K,18.2,1150,Agriculture,Annual maize-vegetable rotation with manure; alkaline soil,,,,30,3.929577465,12.47368421,,,7,0–20,8.31,8.12,-0.023129455,-0.19,9.9159E-05,-0.346511107,0.004257788,-0.201284758,0.000635522,-0.144924576,0.000354704,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.01025454,0.007068994,,,,,-0.002689293,0.000450875,,,,,,,,,,,,,,,,,,,,,,,,
271,,,,,,,,,,,,29.8,106.4,N_P_K,18.2,1150,Agriculture,Annual maize-vegetable rotation; near-neutral soil,,,,30,3.929577465,12.47368421,,,7,0–20,5.97,4.58,-0.265047929,-1.39,0.000681003,0.134312338,0.060765531,0.190518324,8.5513E-05,-0.055078855,0.025046151,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,-0.194156498,0.006928307,,,,,-0.045965273,0.000397089,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,29.8,106.4,N_P_K,18.2,1150,Agriculture,Annual maize-vegetable rotation with manure; near-neutral soil,,,,30,3.929577465,12.47368421,,,7,0–20,7.02,6.07,-0.145404613,-0.95,0.000259164,-0.192335947,0.033478648,-0.122014951,0.003770987,-0.068239292,0.002999081,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,-0.023201679,0.008750713,,,,,-0.011610805,0.000581085,,,,,,,,,,,,,,,,,,,,,,,,
273,,,,,,,,,,,,29.8,106.4,N_P_K,18.2,1150,Agriculture,Annual maize-vegetable rotation; acidic soil,,,,30,3.929577465,12.47368421,,,7,0–20,5.88,4.31,-0.310618858,-1.57,0.000311934,0.03898899,0.138903731,0.21007147,0.003891223,-0.194748685,0.03181958,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,-0.217724497,0.013774224,,,,,-0.067363623,0.000948934,,,,,,,,,,,,,,,,,,,,,,,,
274,,,,,,,,,,,,29.8,106.4,N_P_K,18.2,1150,Agriculture,Annual maize-vegetable rotation with manure; acidic soil,,,,30,3.929577465,12.47368421,,,7,0–20,6.47,5.99,-0.077084696,-0.48,0.000531125,-0.149138138,0.024067236,-0.290083034,0.006213387,0.14678312,0.017773325,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.024449809,0.012064028,,,,,-8.24E-05,0.000747548,,,,,,,,,,,,,,,,,,,,,,,,
275,"Sun et al., 2016","Sun et al. Alteration of the soil bacterial community during parent material maturation driven by different fertilization treatments. Soil Biology and Biochemistry 96, 207-215 (2016).",,,,,,1,Qiyang,Hunan,China,26.75,111.8833333,N_P_K,17.8,1255,Agriculture,"Poaceae, Leguminosae, Cruciferae and Tuber crop rotation pattern; granite soil",,,,7.954545455,19.87179487,6.543624161,,,30,0–10,4.96,4.02,-0.210123838,-0.94,0.000188754,0.984498982,0.000434363,0.735706795,0.000774796,0.248792187,0.006666667,,,,,,,,,,,0.512175711,0.020862982,MBC,,,,Bacteria,Bacteria,Bacteria,-1.098612289,0.000292028,-1.164536537,0.005612006,-1.252367164,0.01501579,-0.346441768,5.63088E-05,,,,,,,,,-0.733969175,0.026142815,,,,,,,,,,,1.791759469,0.00366627,Colorimetric,37
276,,,,,,,,,,,,26.75,111.8833333,N_P_K,17.8,1255,Agriculture,"Poaceae, Leguminosae, Cruciferae and Tuber crop rotation pattern with straw returning; granite soil",,,,7.954545455,19.87179487,6.543624161,,,30,0–10,4.78,4,-0.178146185,-0.78,0.006557297,1.041453875,0.00161552,0.78845736,0.000381267,0.252996514,0.006666667,,,,,,,,,,,0.33120006,0.006185143,MBC,,,,Bacteria,Bacteria,Bacteria,0.059444835,0.011270248,0.095066752,0.011660663,0.050455805,0.014106983,0.114728266,0.021006222,,,,,,,,,-0.271552691,0.01675083,,,,,,,,,,,1.772341383,0.039955068,Colorimetric,37
277,,,,,,,,,,,,26.75,111.8833333,N_P_K,17.8,1255,Agriculture,"Poaceae, Leguminosae, Cruciferae and Tuber crop rotation pattern; purple sandy shale",,,,7.954545455,19.87179487,6.543624161,,,30,0–10,8.52,8.38,-0.016568426,-0.14,1.17275E-05,0.093526058,0.002475663,0.234193388,0.000104553,-0.140667329,0.006666667,,,,,,,,,,,0.446588233,0.000440027,MBC,,,,Bacteria,Bacteria,Bacteria,-0.020747632,0.005698681,-0.031907377,0.009910262,-0.034228879,0.016647881,-0.018433702,0.000462998,,,,,,,,,0.696687007,0.014620058,,,,,,,,,,,2.492341628,0.017887429,Colorimetric,37
278,,,,,,,,,,,,26.75,111.8833333,N_P_K,17.8,1255,Agriculture,"Poaceae, Leguminosae, Cruciferae and Tuber crop rotation pattern with straw returning; purple sandy shale",,,,7.954545455,19.87179487,6.543624161,,,30,0–10,7.64,7.51,-0.017162137,-0.13,2.43205E-06,0.107630664,0.001292523,0.192903666,0.000834432,-0.085273002,0.006666667,,,,,,,,,,,0.229574442,0.012229715,MBC,,,,Bacteria,Bacteria,Bacteria,-0.056679689,0.002993957,-0.059253763,0.011244415,-0.111794003,0.013441305,-0.021116923,9.70972E-05,,,,,,,,,-0.292524697,0.01530284,,,,,,,,,,,1.56741903,0.007519879,Colorimetric,37
279,,,,,,,,,,,,26.75,111.8833333,N_P_K,17.8,1255,Agriculture,"Poaceae, Leguminosae, Cruciferae and Tuber crop rotation pattern; quaternary red clay soil",,,,7.954545455,19.87179487,6.543624161,,,30,0–10,4.33,3.67,-0.16537588,-0.66,9.58637E-06,0.324661076,0.003881904,0.081125545,0.000320719,0.243535531,0.006666667,,,,,,,,,,,0.161758915,0.002686334,MBC,,,,Bacteria,Bacteria,Bacteria,-0.983923634,0.000965252,-1.12969668,0.00148455,-1.325614817,0.003142871,-0.294650742,2.5343E-05,,,,,,,,,-0.097937535,0.034415056,,,,,,,,,,,3.269025609,0.02800838,Colorimetric,37
280,,,,,,,,,,,,26.75,111.8833333,N_P_K,17.8,1255,Agriculture,"Poaceae, Leguminosae, Cruciferae and Tuber crop rotation pattern with straw returning; quaternary red clay soil",,,,7.954545455,19.87179487,6.543624161,,,30,0–10,4.64,3.94,-0.163533643,-0.7,8.34029E-06,0.568395476,0.000637631,0.595166772,0.010177012,-0.026771297,0.006666667,,,,,,,,,,,0.352224614,0.027620878,MBC,,,,Bacteria,Bacteria,Bacteria,-0.557128224,0.001853553,-0.618075869,0.005631584,-0.634775174,0.003588486,-0.177579618,5.61775E-05,,,,,,,,,-0.100669728,0.002890177,,,,,,,,,,,1.335001067,0.001182513,Colorimetric,37
281,"Zhou et al., 2015, 2016","Zhou et al. Influence of 34-years of fertilization on bacterial communities in an intensively cultivated black soil in northeast China. Soil Biology and Biochemistry 90, 42-51 (2015).","Zhou et al. Thirty four years of nitrogen fertilization decreases fungal diversity and alters fungal community composition in black soil in northeast China. Soil Biology and Biochemistry 95, 135-143 (2016).",,,,,2,Harbin,Heilongjiang,China,45.66666667,126.5833333,N,3.5,533,Agriculture,Wheat,,,,15,,,,,34,5–25,6.36,5.64,-0.120144312,-0.72,1.68478E-05,0.036026951,0.000436213,0.064538521,4.34932E-05,-0.02851157,0.006666667,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.127315996,0.004840161,0.128352492,0.006448069,0.111313534,0.001774859,-0.014771317,2.992E-05,,,,,,,,,,,,,,,,,,,,,,,,
282,,,,,,,,,,,,45.66666667,126.5833333,N,3.5,533,Agriculture,Wheat,,,,30,,,,,34,5–25,6.36,4.64,-0.315314011,-1.72,2.13509E-05,0.07795237,0.000459114,0.168335315,0.000171928,-0.090382944,0.006666667,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,-0.116436959,0.005259607,-0.055378239,0.009580494,-0.055072907,0.005027091,-0.044985096,1.85236E-05,,,,,,,,,,,,,,,,,,,,,,,,
283,,,,,,,,,,,,45.66666667,126.5833333,N_P,3.5,533,Agriculture,Wheat,,,,15,3.274647887,,,,34,5–25,6.36,5.59,-0.12904909,-0.77,7.56875E-05,0.091099366,8.66785E-05,0.139761942,0.000303201,-0.048662577,0.006666667,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.059406842,0.004469854,0.098413028,0.006150178,0.100169613,0.005442019,-0.019245598,4.79606E-05,,,,,,,,,,,,,,,,,,,,,,,,
284,,,,,,,,,,,,45.66666667,126.5833333,N_P,3.5,533,Agriculture,Wheat,,,,30,6.549295775,,,,34,5–25,6.36,4.79,-0.283497966,-1.57,2.04919E-05,0.09210355,0.000118795,0.139761942,0.000180678,-0.047658392,0.006666667,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.01539808,0.002308687,-0.003902021,0.003255298,-0.044685863,0.014058718,-0.052683363,6.24289E-05,,,,,,,,,,,,,,,,,,,,,,,,
285,,,,,,,,,,,,45.66666667,126.5833333,N,3.5,533,Agriculture,Wheat,,,,15,,,,,34,5–25,6.36,5.64,-0.120144312,-0.72,1.68478E-05,0.036026951,0.000436213,0.064538521,4.34932E-05,-0.02851157,0.006666667,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,-0.028987537,0.001973876,0.064770836,0.025985583,0.037740328,0.005810265,-0.09531018,0.000136907,,,,,,,,,,,,,,,,,,,,,,,,
286,,,,,,,,,,,,45.66666667,126.5833333,N,3.5,533,Agriculture,Wheat,,,,30,,,,,34,5–25,6.36,4.64,-0.315314011,-1.72,2.13509E-05,0.07795237,0.000459114,0.168335315,0.000171928,-0.090382944,0.006666667,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,-0.16532398,0.001766753,-0.032108518,0.011675866,-0.072137528,0.006544932,-0.099972193,0.000302648,,,,,,,,,,,,,,,,,,,,,,,,
287,,,,,,,,,,,,45.66666667,126.5833333,N_P,3.5,533,Agriculture,Wheat,,,,15,3.274647887,,,,34,5–25,6.36,5.59,-0.12904909,-0.77,7.56875E-05,0.091099366,8.66785E-05,0.139761942,0.000303201,-0.048662577,0.006666667,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,-0.033901552,0.010265296,0.012927235,0.041366283,0.003656311,0.034801976,-0.121224469,0.000274474,,,,,,,,,,,,,,,,,,,,,,,,
288,,,,,,,,,,,,45.66666667,126.5833333,N_P,3.5,533,Agriculture,Wheat,,,,30,6.549295775,,,,34,5–25,6.36,4.79,-0.283497966,-1.57,2.04919E-05,0.09210355,0.000118795,0.139761942,0.000180678,-0.047658392,0.006666667,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,-0.014388737,0.002550177,0.161030834,0.013792584,0.065568211,0.009046611,-0.109361933,0.000211536,,,,,,,,,,,,,,,,,,,,,,,,
289,"Tan et al., 2013; Griffiths et al., 2012","Tan et al. Long-term phosphorus fertilisation increased the diversity of the total bacterial community and the phoD phosphorus mineraliser group in pasture soils. Biology and Fertility of Soils 49, 661-672 (2013).","Griffiths, B. S., Spilles, A. & Bonkowski, M. C:N:P stoichiometry and nutrient limitation of the soil microbial biomass in a grazed grassland site under experimental P limitation or excess. Ecological Processes 1, 6 (2012).",,,,,2,Johnstown Castle,Co. Wexford,Ireland,52.3,-6.5,P,10.4,1037,Grassland,Grazed grassland,,,,15,,,,,42,0–10,5.5,5.9,0.070204259,0.4,0.002491436,0.089178225,0.00988533,0.107630664,0.008730006,-0.018452439,0.021060631,,,,,,,,,,,0.227644684,0.058641414,MBC,,,,Bacteria,Bacteria,Bacteria,-0.038211849,0.013959074,0.047277712,0.002378367,0.122182515,0.00077249,0.0007724,5.83239E-06,,,,,,,,,,,,,,,,,,,,,,,,
290,,,,,,,,,,,,52.3,-6.5,P,10.4,1037,Grassland,Grazed grassland,,,,30,,,,,42,0–10,5.5,5.8,0.053109825,0.3,0.002491436,0.150736118,0.009989365,0.18610228,0.01096608,-0.035366162,0.021060631,,,,,,,,,,,0.280134867,0.074927152,MBC,,,,Bacteria,Bacteria,Bacteria,-0.007478023,0.013959074,0.070304544,0.002316544,0.189711043,0.000740683,0.008336053,5.5721E-06,,,,,,,,,,,,,,,,,,,,,,,,
291,,,,,,,,,,,,52.3,-6.5,P,10.4,1037,Grassland,Grazed grassland,,,,15,,,,,42,0–10,5.5,5.9,0.070204259,0.4,0.002491436,0.089178225,0.00988533,0.107630664,0.008730006,-0.018452439,0.021060631,,,,,,,,,,,0.227644684,0.058641414,MBC,,,,Specialized,Phosphorus mineraliser,Phosphorus mineraliser,0.103358513,0.013959074,0.111432418,0.004071911,0.129759227,0.001236199,0.027829266,1.2442E-05,,,,,,,,,,,,,,,,,,,,,,,,
292,,,,,,,,,,,,52.3,-6.5,P,10.4,1037,Grassland,Grazed grassland,,,,30,,,,,42,0–10,5.5,5.8,0.053109825,0.3,0.002491436,0.150736118,0.009989365,0.18610228,0.01096608,-0.035366162,0.021060631,,,,,,,,,,,0.280134867,0.074927152,MBC,,,,Specialized,Phosphorus mineraliser,Phosphorus mineraliser,0.197027704,0.013959074,0.219600938,0.004250349,0.222340016,0.001140778,0.037583537,1.28009E-05,,,,,,,,,,,,,,,,,,,,,,,,
293,"McHugh et al., 2017","McHugh et al. Bacterial, fungal, and plant communities exhibit no biomass or compositional response to two years of simulated nitrogen deposition in a semiarid grassland. Environmental Microbiology 19, 1600-1611 (2017).",,,,,,1,Arches National Park,Utah,USA,38.57258,-109.54978,N,14.4,235,Grassland,Semiarid grassland,71.5,15.1,13.4,0.2,,,,,2,0–1,7.8,7.8,0,0,2.62985E-05,0.105360516,0.022345679,0.182321557,0.010844444,-0.076961041,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,-0.025491576,0.012255112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,,,,,,,,,,,,38.57258,-109.54978,N,14.4,235,Grassland,Semiarid grassland,71.5,15.1,13.4,0.5,,,,,2,0–1,7.8,7.8,0,0,4.7666E-05,0.287682072,0.019290123,0.182321557,0.024177778,0.105360516,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,0.024857876,0.015470393,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,,,,,,,,,,,,38.57258,-109.54978,N,14.4,235,Grassland,Semiarid grassland,71.5,15.1,13.4,0.8,,,,,2,0–1,7.8,7.8,0,0,4.20776E-05,0.105360516,0.022345679,0,0.0128,0.105360516,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,-0.029471681,0.023204169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,,,,,,,,,,,,38.57258,-109.54978,N,14.4,235,Grassland,Semiarid grassland,71.5,15.1,13.4,0.2,,,,,2,2–4.5,7.8,7.8,0,0,4.7666E-05,0.223143551,0.055625,0,0.02,0.223143551,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,-0.018998279,0.004962673,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,,,,,,,,,,,,38.57258,-109.54978,N,14.4,235,Grassland,Semiarid grassland,71.5,15.1,13.4,0.5,,,,,2,2–4.5,7.8,7.8,0,0,4.7666E-05,0.117783036,0.027970679,0,0.015625,0.117783036,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,-0.058801172,0.004234027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,,,,,,,,,,,,38.57258,-109.54978,N,14.4,235,Grassland,Semiarid grassland,71.5,15.1,13.4,0.8,,,,,2,2–4.5,7.8,7.8,0,0,4.20776E-05,0,0.03125,0,0.015625,0,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,-0.015696856,0.005010758,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,,,,,,,,,,,,38.57258,-109.54978,N,14.4,235,Grassland,Semiarid grassland,71.5,15.1,13.4,0.2,,,,,2,Rhizosphere,8,8,0,0,0.000025,0.105360516,0.022345679,0,0.032,0.105360516,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,-0.051624365,0.004945564,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,,,,,,,,,,,38.57258,-109.54978,N,14.4,235,Grassland,Semiarid grassland,71.5,15.1,13.4,0.5,,,,,2,Rhizosphere,8,8,0,0,3.03125E-05,0,0.024691358,0.182321557,0.030044444,-0.182321557,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,-0.0378129,0.00944476,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,,,,,,,,,,,38.57258,-109.54978,N,14.4,235,Grassland,Semiarid grassland,71.5,15.1,13.4,0.8,,,,,2,Rhizosphere,8,7.9,-0.012578782,-0.1,1.30115E-05,0,0.024691358,0,0.0512,0,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,-0.078471615,0.00804703,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,,,,,,,,,,,,38.57258,-109.54978,N,14.4,235,Grassland,Semiarid grassland,71.5,15.1,13.4,0.2,,,,,2,0–1,7.8,7.8,0,0,2.62985E-05,0.105360516,0.022345679,0.182321557,0.010844444,-0.076961041,0.021060631,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,,,0.096391846,0.02824707,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,38.57258,-109.54978,N,14.4,235,Grassland,Semiarid grassland,71.5,15.1,13.4,0.5,,,,,2,0–1,7.8,7.8,0,0,4.7666E-05,0.287682072,0.019290123,0.182321557,0.024177778,0.105360516,0.021060631,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,,,0.040821995,0.019412574,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,,,,,,,,,,,,38.57258,-109.54978,N,14.4,235,Grassland,Semiarid grassland,71.5,15.1,13.4,0.8,,,,,2,0–1,7.8,7.8,0,0,4.20776E-05,0.105360516,0.022345679,0,0.0128,0.105360516,0.021060631,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,,,0.101782694,0.021965004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,,,,,,,,,,,,38.57258,-109.54978,N,14.4,235,Grassland,Semiarid grassland,71.5,15.1,13.4,0.2,,,,,2,2–4.5,7.8,7.8,0,0,4.7666E-05,0.223143551,0.055625,0,0.02,0.223143551,0.021060631,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,,,0.010000083,0.033216739,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,,,,,,,,,,,,38.57258,-109.54978,N,14.4,235,Grassland,Semiarid grassland,71.5,15.1,13.4,0.5,,,,,2,2–4.5,7.8,7.8,0,0,4.7666E-05,0.117783036,0.027970679,0,0.015625,0.117783036,0.021060631,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,,,-0.078369067,0.055298747,,,,,,,,,,,,,,,,,,,,,,,,,,,,
